Device,Size [B],Date [UTC],list_devices
syd10-wxp00-sw01b.webex.com,31855,2020/1/30 6:17,
syd10-wxpd-lb01a.webex.com,51517,2020/1/30 2:42,
syd10-wxpd-lb01b.webex.com,51516,2020/1/30 2:42,
vr01amvxl001.webex.com,4378,2020/1/30 6:17,
vr01jpvxl001.webex.com,6028,2020/1/30 6:17,
vr01jpvxl002.webex.com,5967,2020/1/30 6:18,
vr01lnvxl001.webex.com,7291,2020/1/30 6:18,
vr01lnvxl002.webex.com,7254,2020/1/30 6:18,
vr01sgvxl001.webex.com,4779,2020/1/30 6:18,
vr01sjvxl001.webex.com,4540,2020/1/24 6:15,
vr01tavxl001.webex.com,5809,2020/1/30 6:18,
vr01tavxl002.webex.com,5678,2020/1/30 6:18,
vr05tavxl001.webex.com,5931,2020/1/30 6:18,
vr05tavxl002.webex.com,5845,2020/1/30 6:18,
vr90sjvxl001.webex.com,8023,2020/1/30 6:18,
vr90sjvxl002.webex.com,6718,2020/1/30 6:18,
vr90tavxl001.webex.com,6811,2020/1/24 6:15,
wbxamsbc020.webex.com,79726,2020/1/30 6:18,
wbxlnsbc020.webex.com,78777,2020/1/30 6:18,
wbxsjsbc008.webex.com,44018,2020/1/30 6:18,
wbxsjsbc022.webex.com,48805,2020/1/30 6:18,
wbxsjsbc023.webex.com,39765,2020/1/30 6:18,
wbxtasbc008.webex.com,75636,2020/1/30 6:18,
wbxtasbc023.webex.com,71729,2020/1/30 6:18,
yyz01-102-mgmt-sw01.webex.com,12562,2020/1/24 6:17,
yyz01-104-mgmt-sw01.webex.com,12411,2020/1/27 6:19,
yyz01-201cdu-mgmt-sw01.webex.com,12219,2020/1/30 6:18,
yyz01-ddos-dpr01.webex.com,110615,2020/1/27 5:00,
yyz01-wxbb-bp01.webex.com,7097,2020/1/30 6:18,
yyz01-wxbb-bp02.webex.com,5314,2020/1/30 6:19,
yyz01-wxbb-crt01.webex.com,229481,2020/1/30 6:19,
yyz01-wxbb-crt02.webex.com,218392,2020/1/30 6:19,
yyz01-wxdc-con01.webex.com,20783,2020/1/30 6:19,
yyz01-wxp00-asa01a-admin.webex.com,56560,2020/1/30 3:23,
yyz01-wxp00-asa01a-core.webex.com,93805,2020/1/30 3:23,
yyz01-wxp00-asa01a-dc-mgmt.webex.com,51580,2020/1/30 3:23,
yyz01-wxp00-asa01a-infra.webex.com,78755,2020/1/30 3:23,
yyz01-wxp00-asa01a-system.webex.com,7056,2020/1/30 3:23,
yyz01-wxp00-asa01a.webex.com,8017,2020/1/30 3:23,
yyz01-wxp00-asa01b-admin.webex.com,56560,2020/1/30 3:24,
yyz01-wxp00-asa01b-core.webex.com,93805,2020/1/30 3:24,
yyz01-wxp00-asa01b-dc-mgmt.webex.com,51580,2020/1/30 3:24,
yyz01-wxp00-asa01b-infra.webex.com,78755,2020/1/30 3:24,
yyz01-wxp00-asa01b-system.webex.com,7058,2020/1/30 3:24,
yyz01-wxp00-asa01b.webex.com,8017,2020/1/30 3:24,
yyz01-wxp00-csw01.webex.com,51829,2020/1/30 6:19,
yyz01-wxp00-csw02.webex.com,53802,2020/1/30 6:19,
yyz01-wxp00-srt01.webex.com,16081,2020/1/30 6:19,
yyz01-wxp00-srt02.webex.com,15730,2020/1/30 6:19,
yyz01-wxp00-sw01a.webex.com,23227,2020/1/30 6:20,
yyz01-wxp00-sw01b.webex.com,22696,2020/1/30 6:20,
yyz01-wxp00-sw02a.webex.com,16635,2020/1/30 6:20,
yyz01-wxp00-sw02b.webex.com,16758,2020/1/30 6:20,
yyz01-wxp00-sw100a.webex.com,18082,2020/1/30 6:20,
yyz01-wxp00-sw100b.webex.com,18060,2020/1/30 6:20,
yyz01-wxp00-vdc01.webex.com,23732,2020/1/30 6:20,
yyz01-wxp00-vdc02.webex.com,22123,2020/1/30 6:20,
yyz01-wxpd-lb01a.webex.com,177774,2020/1/30 2:42,
yyz01-wxpd-lb01b.webex.com,177747,2020/1/30 2:42,
